C:\Users\user\Desktop\car\New folder (2)\IMG\center_2024_10_25_20_17_01_285.jpg,C:\Users\user\Desktop\car\New folder (2)\IMG\left_2024_10_25_20_17_01_285.jpg,C:\Users\user\Desktop\car\New folder (2)\IMG\right_2024_10_25_20_17_01_285.jpg,0,0,0,8.235208E-05
C:\Users\user\Desktop\car\New folder (2)\IMG\center_2024_10_25_20_17_01_352.jpg,C:\Users\user\Desktop\car\New folder (2)\IMG\left_2024_10_25_20_17_01_352.jpg,C:\Users\user\Desktop\car\New folder (2)\IMG\right_2024_10_25_20_17_01_352.jpg,0,0,0,8.522406E-06
C:\Users\user\Desktop\car\New folder (2)\IMG\center_2024_10_25_20_17_01_423.jpg,C:\Users\user\Desktop\car\New folder (2)\IMG\left_2024_10_25_20_17_01_423.jpg,C:\Users\user\Desktop\car\New folder (2)\IMG\right_2024_10_25_20_17_01_423.jpg,0,0,0,8.023987E-05
C:\Users\user\Desktop\car\New folder (2)\IMG\center_2024_10_25_20_17_01_494.jpg,C:\Users\user\Desktop\car\New folder (2)\IMG\left_2024_10_25_20_17_01_494.jpg,C:\Users\user\Desktop\car\New folder (2)\IMG\right_2024_10_25_20_17_01_494.jpg,0,0,0,0.0001007303
C:\Users\user\Desktop\car\New folder (2)\IMG\center_2024_10_25_20_17_01_563.jpg,C:\Users\user\Desktop\car\New folder (2)\IMG\left_2024_10_25_20_17_01_563.jpg,C:\Users\user\Desktop\car\New folder (2)\IMG\right_2024_10_25_20_17_01_563.jpg,0,0,0,0.0001086146
C:\Users\user\Desktop\car\New folder (2)\IMG\center_2024_10_25_20_17_01_634.jpg,C:\Users\user\Desktop\car\New folder (2)\IMG\left_2024_10_25_20_17_01_634.jpg,C:\Users\user\Desktop\car\New folder (2)\IMG\right_2024_10_25_20_17_01_634.jpg,0,0,0,0.000130438
C:\Users\user\Desktop\car\New folder (2)\IMG\center_2024_10_25_20_17_01_701.jpg,C:\Users\user\Desktop\car\New folder (2)\IMG\left_2024_10_25_20_17_01_701.jpg,C:\Users\user\Desktop\car\New folder (2)\IMG\right_2024_10_25_20_17_01_701.jpg,0,0,0,0.0001276443
C:\Users\user\Desktop\car\New folder (2)\IMG\center_2024_10_25_20_17_01_771.jpg,C:\Users\user\Desktop\car\New folder (2)\IMG\left_2024_10_25_20_17_01_771.jpg,C:\Users\user\Desktop\car\New folder (2)\IMG\right_2024_10_25_20_17_01_771.jpg,0,0,0,0.000272818
C:\Users\user\Desktop\car\New folder (2)\IMG\center_2024_10_25_20_17_01_841.jpg,C:\Users\user\Desktop\car\New folder (2)\IMG\left_2024_10_25_20_17_01_841.jpg,C:\Users\user\Desktop\car\New folder (2)\IMG\right_2024_10_25_20_17_01_841.jpg,0,0,0,0.0002795368
C:\Users\user\Desktop\car\New folder (2)\IMG\center_2024_10_25_20_17_01_912.jpg,C:\Users\user\Desktop\car\New folder (2)\IMG\left_2024_10_25_20_17_01_912.jpg,C:\Users\user\Desktop\car\New folder (2)\IMG\right_2024_10_25_20_17_01_912.jpg,0,0,0,0.0002833628
C:\Users\user\Desktop\car\New folder (2)\IMG\center_2024_10_25_20_17_01_986.jpg,C:\Users\user\Desktop\car\New folder (2)\IMG\left_2024_10_25_20_17_01_986.jpg,C:\Users\user\Desktop\car\New folder (2)\IMG\right_2024_10_25_20_17_01_986.jpg,0,0,0,4.625358E-05
C:\Users\user\Desktop\car\New folder (2)\IMG\center_2024_10_25_20_17_02_053.jpg,C:\Users\user\Desktop\car\New folder (2)\IMG\left_2024_10_25_20_17_02_053.jpg,C:\Users\user\Desktop\car\New folder (2)\IMG\right_2024_10_25_20_17_02_053.jpg,0,0,0,5.755673E-05
C:\Users\user\Desktop\car\New folder (2)\IMG\center_2024_10_25_20_17_02_126.jpg,C:\Users\user\Desktop\car\New folder (2)\IMG\left_2024_10_25_20_17_02_126.jpg,C:\Users\user\Desktop\car\New folder (2)\IMG\right_2024_10_25_20_17_02_126.jpg,0,0,0,8.293467E-05
C:\Users\user\Desktop\car\New folder (2)\IMG\center_2024_10_25_20_17_02_201.jpg,C:\Users\user\Desktop\car\New folder (2)\IMG\left_2024_10_25_20_17_02_201.jpg,C:\Users\user\Desktop\car\New folder (2)\IMG\right_2024_10_25_20_17_02_201.jpg,0,0.072618,0,0.0002762522
C:\Users\user\Desktop\car\New folder (2)\IMG\center_2024_10_25_20_17_02_273.jpg,C:\Users\user\Desktop\car\New folder (2)\IMG\left_2024_10_25_20_17_02_273.jpg,C:\Users\user\Desktop\car\New folder (2)\IMG\right_2024_10_25_20_17_02_273.jpg,0,0.3356569,0,0.2212397
C:\Users\user\Desktop\car\New folder (2)\IMG\center_2024_10_25_20_17_02_347.jpg,C:\Users\user\Desktop\car\New folder (2)\IMG\left_2024_10_25_20_17_02_347.jpg,C:\Users\user\Desktop\car\New folder (2)\IMG\right_2024_10_25_20_17_02_347.jpg,0,0.5612977,0,0.629442
